Country,League,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
Scotland,Premier League,18/12/04,Hibernian,Dunfermline,2,1,H,0,0,D,C MacKay,15,7,7,3,11,13,10,6,0,1,0,0,1.57,3.5,5.5,1.65,3.4,5.0,1.67,3.3,4.75,1.7,3.2,4.2,1.62,3.5,4.5,1.62,3.4,5.0,1.66,3.3,4.5,1.75,1.95,1.67,1.95,-0.5,,,,1.85,2.0,-0.75
Scotland,Premier League,18/12/04,Motherwell,Inverness C,1,2,A,0,2,A,K Toner,6,9,3,5,15,14,4,3,1,3,1,0,1.57,3.5,5.5,1.6,3.45,5.0,1.62,3.4,5.0,1.7,3.2,4.2,1.67,3.4,4.33,1.62,3.4,5.0,1.61,3.3,5.0,1.85,1.85,1.62,2.02,-0.5,1.76,2.08,-0.75,1.75,2.1,-0.75
Scotland,Premier League,19/12/04,Kilmarnock,Rangers,0,1,A,0,1,A,D McDonald,5,9,3,4,17,9,2,7,1,1,0,0,10.0,5.5,1.25,8.75,5.0,1.25,10.0,4.75,1.25,9.0,4.5,1.25,10.0,5.0,1.22,9.0,5.0,1.25,10.0,4.5,1.25,1.65,2.05,3.22,1.25,0.5,1.9,1.94,1.5,1.95,1.9,1.5
Scotland,Premier League,26/12/04,Hearts,Celtic,0,2,A,0,1,A,M McCurry,6,14,2,6,20,17,3,3,4,1,0,0,8.0,4.2,1.4,8.0,4.5,1.31,7.5,4.0,1.37,6.0,3.6,1.4,7.0,3.75,1.4,7.5,4.0,1.36,7.0,3.75,1.4,2.15,1.6,2.61,1.37,0.5,1.84,2.0,1.25,1.75,2.1,1.25
Scotland,Premier League,27/12/04,Aberdeen,Inverness C,0,0,D,0,0,D,J Underhill,9,9,1,6,10,15,9,0,0,2,0,0,1.61,3.4,5.0,1.55,3.5,5.5,1.67,3.3,4.75,1.7,3.2,4.2,1.73,3.2,4.33,1.62,3.4,5.0,1.66,3.3,4.5,1.85,1.85,1.67,1.95,-0.5,1.88,1.96,-0.75,1.875,1.975,-0.75
Scotland,Premier League,27/12/04,Dundee United,Hibernian,1,4,A,1,2,A,I Fyfe,11,14,5,10,14,8,9,6,1,1,0,0,2.62,3.2,2.37,2.6,3.3,2.35,2.6,3.2,2.4,2.7,3.0,2.3,2.5,3.25,2.4,2.62,3.2,2.38,2.62,3.1,2.37,1.9,1.79,1.43,2.4,0.5,1.84,2.0,-0.25,2.1,1.75,0.0
Scotland,Premier League,27/12/04,Dunfermline,Livingston,0,0,D,0,0,D,C Murray,8,3,4,1,12,15,5,2,0,2,0,0,2.1,3.25,3.0,2.0,3.25,3.3,2.05,3.25,3.15,2.0,3.1,3.2,2.0,3.4,3.0,2.1,3.25,3.0,2.05,3.2,3.1,1.71,2.0,2.05,1.6,-0.5,2.08,1.76,0.0,1.8,2.05,-0.25
Scotland,Premier League,27/12/04,Kilmarnock,Dundee,3,1,H,2,1,H,H Dallas,15,5,9,5,16,18,9,6,1,2,0,0,1.9,3.25,3.5,1.85,3.3,3.7,1.95,3.25,3.4,1.9,3.2,3.4,1.91,3.5,3.2,1.91,3.25,3.5,2.0,3.2,3.2,1.75,1.95,1.95,1.66,-0.5,1.92,1.92,-0.5,2.0,1.85,-0.5
Scotland,Premier League,27/12/04,Rangers,Motherwell,4,1,H,2,0,H,A Freeland,16,11,9,5,24,10,7,5,3,2,0,0,1.14,6.5,12.0,1.15,6.0,13.0,1.16,6.0,12.0,1.17,5.5,11.0,1.17,5.5,12.0,1.17,6.0,11.0,1.16,6.0,10.0,1.5,2.35,,,,1.92,1.92,-2.0,1.85,2.0,-2.0
Scotland,Premier League,01/01/05,Dundee United,Rangers,1,1,D,1,0,H,M McCurry,6,10,5,6,19,13,8,12,4,1,0,0,10.0,5.5,1.2,10.0,5.35,1.21,11.0,5.0,1.22,9.5,4.8,1.22,10.0,4.5,1.25,10.0,5.0,1.22,9.5,5.0,1.22,1.65,2.05,,,,2.08,1.76,1.5,2.025,1.825,1.5
Scotland,Premier League,01/01/05,Dunfermline,Dundee,3,1,H,2,1,H,K Toner,13,9,7,3,11,7,6,4,0,1,0,0,2.0,3.25,3.25,1.9,3.25,3.6,2.0,3.25,3.3,1.85,3.1,3.6,2.1,3.2,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.9,1.79,2.0,1.64,-0.5,1.98,1.86,-0.5,2.075,1.775,-0.5
Scotland,Premier League,02/01/05,Celtic,Livingston,2,1,H,1,1,D,C Thomson,8,4,5,2,14,18,8,2,1,2,0,0,1.11,7.0,13.0,1.1,7.5,14.0,1.11,7.25,13.0,1.12,6.5,13.0,1.1,7.0,15.0,1.12,6.5,13.0,1.11,6.5,15.0,1.5,2.35,,,,1.94,1.9,-2.25,1.95,1.9,-2.25
Scotland,Premier League,02/01/05,Hibernian,Hearts,1,1,D,1,0,H,D McDonald,18,14,7,6,16,16,9,9,2,3,0,0,2.37,3.2,2.9,2.2,3.1,3.0,2.25,3.2,2.85,2.3,3.0,2.7,2.1,3.2,3.0,2.2,3.2,2.88,2.25,3.1,2.8,1.79,1.9,2.25,1.51,-0.5,1.98,1.86,-0.25,1.975,1.875,-0.25
Scotland,Premier League,03/01/05,Inverness C,Kilmarnock,0,2,A,0,0,D,J Rowbotham,10,9,5,3,4,16,3,8,0,2,0,0,2.3,3.2,2.7,2.2,3.1,3.0,2.2,3.2,2.9,2.1,3.0,3.1,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.8,1.79,1.9,2.2,1.52,-0.5,2.025,1.825,-0.25,1.975,1.875,-0.25
Scotland,Premier League,03/01/05,Motherwell,Aberdeen,0,0,D,0,0,D,I Brines,9,10,4,6,15,24,5,9,1,3,0,0,2.3,3.2,2.7,2.3,3.2,2.75,2.2,3.25,2.85,2.2,3.0,2.9,2.2,3.25,2.75,2.25,3.2,2.8,2.2,3.2,2.8,1.85,1.85,2.2,1.52,-0.5,1.95,1.9,-0.25,1.975,1.875,-0.25
Scotland,Premier League,15/01/05,Dundee,Inverness C,3,1,H,1,0,H,A Freeland,4,22,2,11,16,9,1,12,0,2,0,0,2.1,3.2,3.2,2.15,3.2,3.0,2.15,3.2,3.0,2.1,3.1,3.0,2.2,3.25,2.75,2.1,3.25,3.0,2.2,3.2,2.8,1.85,1.85,2.15,1.55,-0.5,1.92,1.92,-0.25,1.95,1.9,-0.25
Scotland,Premier League,15/01/05,Hearts,Dundee United,3,2,H,1,1,D,M Ritchie,10,8,5,5,10,19,7,2,1,2,0,0,1.66,3.5,4.5,1.65,3.4,4.7,1.6,3.3,5.3,1.55,3.5,4.8,1.67,3.4,4.33,1.62,3.4,5.0,1.57,3.3,5.5,1.85,1.85,1.6,2.03,-0.5,1.84,2.0,-0.75,1.825,2.025,-0.75
Scotland,Premier League,15/01/05,Kilmarnock,Motherwell,2,0,H,2,0,H,C Murray,12,16,10,5,18,16,6,8,2,1,0,0,2.1,3.4,3.0,2.2,3.4,2.75,2.2,3.2,2.85,2.2,3.1,2.8,2.0,3.2,3.2,2.2,3.2,2.88,2.2,3.2,2.8,1.85,1.85,2.2,1.51,-0.5,1.92,1.92,-0.25,1.9,1.95,-0.25
Scotland,Premier League,15/01/05,Livingston,Hibernian,0,2,A,0,0,D,M McCurry,12,13,7,9,12,11,8,4,1,0,0,0,3.0,3.4,2.1,2.8,3.3,2.2,2.95,3.3,2.1,3.0,3.1,2.1,2.75,3.25,2.2,2.88,3.2,2.2,2.87,3.3,2.1,1.79,1.9,1.56,2.1,0.5,1.9,1.94,0.25,1.925,1.925,0.25
Scotland,Premier League,15/01/05,Rangers,Dunfermline,3,0,H,2,0,H,C Richmond,12,9,7,6,20,12,7,4,1,0,0,0,1.11,7.0,15.0,1.13,6.75,12.5,1.12,7.0,13.0,1.15,6.0,12.0,1.12,6.0,15.0,1.12,6.5,13.0,1.14,6.5,10.0,,,,,,1.8,2.04,-2.0,1.8,2.05,-2.0
Scotland,Premier League,16/01/05,Aberdeen,Celtic,0,1,A,0,1,A,K Clark,2,10,1,4,27,20,2,4,1,1,0,0,7.5,4.33,1.4,6.75,4.0,1.4,8.5,4.0,1.33,6.0,3.9,1.4,8.0,3.75,1.36,7.5,4.0,1.36,8.0,4.0,1.33,1.65,2.05,2.72,1.33,0.5,1.88,1.96,1.25,1.85,2.0,1.25
Scotland,Premier League,22/01/05,Celtic,Motherwell,2,0,H,1,0,H,I Fyfe,7,4,6,1,14,13,9,4,0,0,0,0,1.11,7.0,15.0,1.12,6.5,15.0,1.13,6.4,14.0,1.15,6.0,12.0,1.12,6.0,15.0,1.12,6.5,15.0,1.14,6.0,12.0,,,,,,1.92,1.92,-2.0,1.925,1.925,-2.0
Scotland,Premier League,22/01/05,Dundee,Hearts,1,1,D,0,0,D,W Young,12,13,8,7,9,18,4,6,0,3,0,0,2.62,3.1,2.5,2.5,3.2,2.5,2.6,3.2,2.4,2.7,3.0,2.3,2.75,3.2,2.25,2.62,3.2,2.38,2.62,3.2,2.3,1.85,1.85,1.43,2.4,0.5,2.02,1.82,0.0,2.05,1.8,0.0
Scotland,Premier League,22/01/05,Dunfermline,Dundee United,1,1,D,1,0,H,C Thomson,23,6,15,4,4,14,15,7,2,0,0,0,2.1,3.2,3.2,1.9,3.1,3.8,2.05,3.2,3.2,1.9,3.1,3.5,2.1,3.2,3.0,1.91,3.25,3.5,2.0,3.2,3.2,1.85,1.85,2.05,1.6,-0.5,1.78,2.06,-0.25,1.75,2.1,-0.25
Scotland,Premier League,22/01/05,Hibernian,Kilmarnock,3,0,H,2,0,H,H Dallas,13,9,8,6,15,19,2,7,1,2,0,0,1.66,3.5,4.5,1.65,3.5,4.5,1.7,3.3,4.5,1.7,3.2,4.2,1.73,3.4,4.0,1.67,3.4,4.5,1.7,3.3,4.33,1.75,1.95,1.7,1.9,-0.5,2.02,1.82,-0.75,2.05,1.8,-0.75
Scotland,Premier League,22/01/05,Livingston,Inverness C,1,4,A,1,2,A,E Smith,9,15,4,13,22,17,6,2,2,1,0,0,2.1,3.4,3.0,2.2,3.2,2.9,2.2,3.25,2.85,2.2,3.0,2.9,2.2,3.2,2.8,2.2,3.2,2.88,2.3,3.2,2.62,1.9,1.79,2.2,1.52,-0.5,2.0,1.84,-0.25,1.975,1.875,-0.25
Scotland,Premier League,23/01/05,Aberdeen,Rangers,1,2,A,1,2,A,D McDonald,8,7,2,4,22,17,2,3,4,2,0,0,7.0,4.0,1.4,7.0,3.9,1.4,7.0,3.75,1.42,5.4,3.8,1.45,7.0,3.75,1.4,7.0,4.0,1.4,7.0,3.75,1.4,,,,,,1.76,2.08,1.25,2.1,1.75,1.0
Scotland,Premier League,25/01/05,Livingston,Hearts,1,2,A,0,0,D,K Clark,5,15,3,8,21,11,2,5,2,1,0,0,3.2,3.2,2.1,3.2,3.2,2.05,3.0,3.2,2.1,3.2,3.1,2.0,3.2,3.2,2.0,3.0,3.2,2.2,3.4,3.25,1.9,1.95,1.75,1.55,2.1,0.5,2.0,1.88,0.25,2.1,1.75,0.25
Scotland,Premier League,29/01/05,Dundee United,Dundee,2,2,D,1,0,H,J Underhill,11,11,7,8,15,6,6,4,2,1,0,0,2.2,3.2,3.0,2.5,3.2,2.5,2.35,3.1,2.75,2.4,3.1,2.5,2.2,3.2,2.8,2.3,3.2,2.7,2.35,3.1,2.75,,,,,,1.7,2.14,0.0,1.95,1.9,-0.25
Scotland,Premier League,29/01/05,Hearts,Aberdeen,1,0,H,0,0,D,M McCurry,10,9,4,4,8,13,2,5,0,3,0,0,1.9,3.25,3.6,2.1,3.1,3.2,2.05,3.15,3.25,2.1,3.0,3.1,1.91,3.25,3.4,2.0,3.25,3.25,2.05,3.15,3.25,,,,,,1.74,2.1,-0.25,2.0,1.85,-0.5
Scotland,Premier League,29/01/05,Inverness C,Dunfermline,2,0,H,1,0,H,S Conroy,10,4,4,2,10,14,5,2,0,2,0,0,2.0,3.25,3.39,2.1,3.15,3.15,2.05,3.15,3.25,2.0,3.1,3.2,2.0,3.4,3.0,2.0,3.25,3.25,2.05,3.15,3.25,,,,,,1.8,2.04,-0.25,1.85,2.0,-0.25
Scotland,Premier League,29/01/05,Rangers,Livingston,3,0,H,1,0,H,K Toner,17,6,12,4,13,19,4,4,0,2,0,0,1.1,7.5,15.0,1.12,7.0,13.5,1.11,7.0,15.0,1.12,6.5,13.0,1.08,7.0,17.0,1.111,7.0,15.0,1.11,7.0,15.0,,,,,,1.9,1.94,-2.25,1.825,2.025,-2.25
Scotland,Premier League,30/01/05,Kilmarnock,Celtic,0,1,A,0,1,A,I Brines,5,12,3,7,13,19,3,9,3,3,0,0,10.0,5.0,1.28,9.0,4.5,1.28,9.0,5.0,1.25,9.0,4.5,1.25,10.0,4.5,1.25,9.0,5.0,1.25,9.0,5.0,1.25,,,,,,2.02,1.82,1.5,1.9,1.95,1.5
Scotland,Premier League,19/03/05,Aberdeen,Dundee,1,1,D,0,0,D,S Dougal,8,5,4,2,13,11,6,2,1,1,0,0,1.57,3.6,5.0,1.55,3.45,5.6,1.55,3.5,5.5,1.5,3.7,5.0,1.57,3.5,5.0,1.57,3.4,5.5,1.53,3.6,5.0,1.75,1.95,1.55,2.14,-0.5,,,,2.0,1.85,-1.0
Scotland,Premier League,19/03/05,Dundee United,Celtic,2,3,A,1,2,A,D McDonald,13,17,11,14,16,7,3,8,2,2,0,0,13.0,5.5,1.22,11.0,5.25,1.2,10.5,5.4,1.2,9.5,4.8,1.22,12.0,5.5,1.17,12.0,5.5,1.22,11.0,5.0,1.2,1.6,2.15,3.57,1.2,0.5,,,,2.05,1.8,1.5
Scotland,Premier League,19/03/05,Dunfermline,Hibernian,1,4,A,1,0,H,H Dallas,8,11,4,6,10,8,8,2,0,1,0,0,2.62,3.2,2.37,2.65,3.15,2.4,2.65,3.15,2.4,2.5,3.1,2.4,2.75,3.0,2.38,2.6,3.2,2.4,2.62,3.1,2.37,1.85,1.85,1.44,2.4,0.5,,,,1.95,1.9,0.0
Scotland,Premier League,19/03/05,Hearts,Livingston,3,1,H,1,1,D,K Clark,11,4,9,3,12,20,5,4,2,3,0,0,1.57,3.6,5.0,1.65,3.5,4.5,1.6,3.4,5.2,1.65,3.3,4.4,1.67,3.4,4.33,1.62,3.4,5.0,1.61,3.5,4.5,1.9,1.79,1.6,2.06,-0.5,,,,2.15,1.7,-1.0
Scotland,Premier League,02/04/05,Celtic,Hearts,0,2,A,0,2,A,H Dallas,11,7,7,3,14,12,12,2,0,3,0,0,1.16,6.0,11.0,1.15,6.25,12.0,1.15,6.0,12.0,1.17,5.5,11.0,1.17,5.5,12.0,1.17,6.0,11.0,1.16,5.5,12.0,1.45,2.5,,,,,,,1.9,1.95,-1.75
Scotland,Premier League,02/04/05,Dundee,Kilmarnock,1,0,H,0,0,D,E Smith,4,11,2,6,14,10,3,6,2,1,0,0,2.3,3.2,2.7,2.4,3.3,2.55,2.35,3.15,2.7,2.3,3.2,2.5,2.5,3.25,2.4,2.3,3.2,2.7,2.25,3.2,2.75,1.75,1.95,2.35,1.45,-0.5,,,,2.075,1.775,-0.25
Scotland,Premier League,02/04/05,Hibernian,Dundee United,3,2,H,1,0,H,J Underhill,14,10,6,8,7,12,3,1,0,1,1,0,1.5,3.5,6.0,1.5,3.4,6.5,1.5,3.6,6.0,1.45,3.8,5.4,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.6,5.5,1.65,2.05,1.5,2.25,-0.5,,,,2.05,1.8,-1.0
Scotland,Premier League,02/04/05,Inverness C,Aberdeen,0,1,A,0,1,A,Alan Freeland,16,5,8,2,8,14,9,3,2,2,0,0,2.62,3.2,2.37,2.75,3.2,2.3,2.6,3.2,2.4,2.5,3.0,2.5,2.25,3.2,2.75,2.5,3.2,2.5,2.5,3.25,2.4,1.85,1.85,1.43,2.4,0.5,,,,1.8,2.05,0.0
Scotland,Premier League,02/04/05,Livingston,Dunfermline,1,1,D,0,0,D,B Winter,8,14,3,6,19,16,10,6,3,0,0,0,2.1,3.25,3.0,2.2,3.3,2.8,2.15,3.25,2.95,2.1,3.1,3.0,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.3,2.87,1.85,1.85,2.15,1.55,-0.5,,,,1.9,1.95,-0.25
Scotland,Premier League,03/04/05,Motherwell,Rangers,2,3,A,0,2,A,D McDonald,8,8,5,3,15,14,7,2,4,3,0,1,11.0,5.5,1.25,11.0,5.75,1.18,9.0,5.0,1.25,8.0,4.2,1.3,8.0,5.0,1.25,10.0,5.5,1.25,8.0,5.0,1.25,1.75,1.95,3.21,1.25,0.5,,,,2.0,1.85,1.5
Scotland,Premier League,09/04/05,Aberdeen,Motherwell,1,3,A,1,2,A,C Murray,9,5,2,2,12,21,4,5,1,2,0,0,1.72,3.25,4.33,1.85,3.25,3.75,1.75,3.25,4.3,1.75,3.2,4.0,1.73,3.4,4.0,1.8,3.25,4.0,1.72,3.25,4.2,1.95,1.75,1.75,1.85,-0.5,1.84,2.0,-0.5,1.85,2.0,-0.5
Scotland,Premier League,09/04/05,Dundee,Dunfermline,2,1,H,0,1,A,C Richmond,6,7,4,3,8,19,7,4,2,1,0,0,1.83,3.25,3.75,2.0,3.2,3.35,1.91,3.25,3.55,2.0,3.1,3.2,1.91,3.4,3.25,1.91,3.4,3.5,1.83,3.2,3.75,1.75,1.95,1.91,1.7,-0.5,2.04,1.8,-0.5,2.0,1.85,-0.5
Scotland,Premier League,09/04/05,Kilmarnock,Inverness C,0,1,A,0,1,A,I Fyfe,9,10,5,8,15,21,10,7,1,2,0,0,2.0,3.25,3.25,2.0,3.15,3.4,2.0,3.2,3.35,2.0,3.1,3.2,2.0,3.4,3.0,2.0,3.25,3.4,2.05,3.1,3.2,1.75,1.95,2.0,1.64,-0.5,1.72,2.12,-0.25,2.1,1.75,-0.5
Scotland,Premier League,12/04/05,Inverness C,Motherwell,1,0,H,1,0,H,B Cassidy,15,6,7,4,17,15,7,3,1,3,0,1,2.25,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.75,2.2,3.1,2.8,2.4,3.25,2.5,2.25,3.25,2.75,2.25,3.2,2.75,1.95,1.75,2.25,1.48,-0.5,2.0,1.84,-0.25,2.025,1.825,-0.25
Scotland,Premier League,12/04/05,Rangers,Dundee United,0,1,A,0,1,A,I Brines,23,4,15,3,9,11,10,2,0,1,0,0,1.11,7.0,13.0,1.08,8.0,16.0,1.1,7.0,15.0,1.1,7.0,15.0,1.11,6.5,15.0,1.11,7.0,15.0,1.1,7.0,13.0,1.4,2.65,,,,1.8,2.04,-2.0,1.8,2.05,-2.0
Scotland,Premier League,13/04/05,Hearts,Hibernian,1,2,A,1,0,H,J Rowbotham,10,9,6,5,14,17,4,3,2,2,0,0,2.5,3.0,2.62,2.2,3.2,2.9,2.25,3.1,2.85,2.3,3.0,2.7,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.1,2.87,1.85,1.85,2.25,1.48,-0.5,1.9,1.94,-0.25,1.9,1.95,-0.25
Scotland,Premier League,13/04/05,Livingston,Celtic,0,4,A,0,1,A,M McCurry,5,7,2,6,18,15,3,14,1,1,0,0,10.0,5.5,1.2,13.0,6.0,1.15,11.0,5.5,1.19,11.0,5.5,1.17,12.0,5.5,1.17,12.0,6.0,1.2,10.0,6.0,1.16,1.55,2.25,,,,1.76,2.08,2.0,1.95,1.9,1.75
Scotland,Premier League,16/04/05,Celtic,Aberdeen,3,2,H,1,2,A,C Thomson,9,4,7,2,11,22,7,2,0,2,0,0,1.2,5.5,10.0,1.15,6.0,13.0,1.16,6.0,12.0,1.2,5.0,10.0,1.22,5.0,10.0,1.17,6.0,12.0,1.2,5.0,11.0,,,,,,1.74,2.1,-1.75,1.85,2.0,-1.75
Scotland,Premier League,16/04/05,Dundee United,Hearts,2,1,H,1,1,D,A Freeland,11,14,9,8,15,10,11,7,2,1,0,0,2.7,3.2,2.3,2.7,3.15,2.35,2.7,3.25,2.25,2.4,3.2,2.4,2.75,3.2,2.25,2.62,3.2,2.38,2.62,3.3,2.25,1.85,1.79,1.47,2.25,0.5,2.02,1.82,0.0,1.95,1.9,0.0
Scotland,Premier League,16/04/05,Hibernian,Livingston,0,3,A,0,0,D,C Mackay,10,13,3,8,17,10,3,4,1,2,0,0,1.57,3.4,5.5,1.5,3.5,6.25,1.55,3.4,5.4,1.45,3.8,5.4,1.57,3.5,5.0,1.53,3.4,6.0,1.5,3.6,5.5,1.65,2.0,1.55,2.09,-0.5,1.96,1.88,-1.0,1.925,1.925,-1.0
Scotland,Premier League,16/04/05,Inverness C,Dundee,3,2,H,2,0,H,D McDonald,18,8,7,4,15,12,8,5,3,1,0,0,1.9,3.25,3.5,1.9,3.25,3.6,1.9,3.25,3.45,1.8,3.2,3.7,2.0,3.2,3.2,1.91,3.25,3.5,1.83,3.5,3.4,1.83,1.83,1.9,1.67,-0.5,1.92,1.92,-0.5,1.9,1.95,-0.5
Scotland,Premier League,16/04/05,Motherwell,Kilmarnock,1,1,D,0,1,A,S Dougal,2,4,2,2,17,15,5,1,2,2,0,0,1.72,3.25,4.33,1.75,3.4,4.05,1.8,3.25,3.85,1.75,3.1,4.2,1.8,3.25,3.75,1.8,3.25,4.0,1.72,3.25,4.2,1.83,1.83,1.8,1.76,-0.5,1.78,2.06,-0.5,1.825,2.025,-0.5
Scotland,Premier League,17/04/05,Dunfermline,Rangers,0,1,A,0,1,A,K Clark,6,10,3,3,20,16,3,6,4,2,0,0,10.0,5.5,1.2,11.0,5.15,1.2,10.0,5.25,1.2,9.5,4.8,1.22,11.0,5.0,1.2,12.0,6.0,1.2,9.5,5.0,1.22,1.55,2.2,,,,1.92,1.92,1.75,1.9,1.95,1.75
Scotland,Premier League,23/04/05,Dundee United,Livingston,1,1,D,1,0,H,�K Toner,15,7,9,5,14,10,6,2,1,1,0,0,1.9,3.25,3.5,2.05,3.1,3.3,2.0,3.2,3.4,2.0,3.1,3.2,2.0,3.2,3.2,2.0,3.25,3.25,1.9,3.25,3.4,,,1.9,1.67,-0.5,1.72,2.12,-0.25,2.0,1.85,-0.5
Scotland,Premier League,23/04/05,Dunfermline,Inverness C,0,0,D,0,0,D,�C Murray,13,6,4,3,12,15,5,6,1,0,0,0,2.37,3.2,2.62,2.35,3.1,2.75,2.35,3.2,2.75,2.2,3.0,2.9,2.4,3.25,2.5,2.3,3.2,2.75,2.15,3.4,2.75,2.0,1.71,2.35,1.48,-0.5,2.08,1.76,-0.25,2.175,1.675,-0.25
Scotland,Premier League,23/04/05,Hibernian,Hearts,2,2,D,1,1,D,�M McCurry,14,8,7,5,15,15,10,2,1,3,0,0,2.25,3.25,2.75,2.1,3.15,3.15,2.25,3.2,3.0,2.2,3.0,2.9,2.38,3.2,2.6,2.1,3.25,3.0,2.1,3.2,3.0,2.0,1.71,2.25,1.55,-0.5,1.86,1.98,-0.25,1.925,1.925,-0.25
Scotland,Premier League,23/04/05,Kilmarnock,Dundee,1,0,H,0,0,D,�S Conroy,9,4,5,1,7,6,12,4,0,1,0,0,2.1,3.25,3.0,1.95,3.2,3.5,2.05,3.2,3.25,2.0,3.2,3.1,1.91,3.4,3.25,2.0,3.25,3.25,2.05,3.3,3.0,1.85,1.85,2.05,1.61,-0.5,1.94,1.9,-0.5,2.0,1.85,-0.5
Scotland,Premier League,23/04/05,Motherwell,Aberdeen,0,1,A,0,1,A,C Richmond,9,7,4,2,12,9,1,3,2,2,0,0,2.3,3.2,2.7,2.45,3.1,2.65,2.4,3.2,2.65,2.4,3.1,2.5,2.38,3.2,2.6,2.4,3.2,2.6,2.4,3.25,2.5,1.95,1.75,2.4,1.41,-0.5,1.74,2.1,0.0,1.75,2.1,0.0
Scotland,Premier League,24/04/05,Rangers,Celtic,1,2,A,0,2,A,�S Dougal,21,11,11,6,15,14,9,7,3,4,0,0,2.5,3.1,2.8,2.45,3.1,2.65,2.4,3.1,2.8,2.4,3.0,2.6,2.25,3.2,2.75,2.4,3.25,2.8,2.3,3.1,2.75,2.0,1.71,2.4,1.47,-0.5,1.72,2.12,0.0,2.05,1.8,-0.25
Scotland,Premier League,30/04/05,Celtic,Hibernian,1,3,A,0,1,A,K Clark,11,6,4,5,8,18,6,3,1,3,0,0,1.16,6.0,11.0,1.2,5.5,10.5,1.18,5.5,11.0,1.2,5.0,10.0,1.14,6.0,12.0,1.17,5.5,13.0,1.2,5.0,11.0,,,,,,1.96,1.88,-1.75,1.95,1.9,-1.75
Scotland,Premier League,30/04/05,Dundee,Dundee United,1,2,A,0,0,D,D McDonald,11,9,6,4,7,11,7,7,0,2,1,0,2.3,3.2,2.7,2.3,3.1,2.8,2.25,3.2,2.75,2.2,3.1,2.8,2.38,3.2,2.6,2.3,3.2,2.75,2.25,3.2,2.75,1.95,1.75,2.25,1.48,-0.5,2.06,1.78,-0.25,2.05,1.8,-0.25
Scotland,Premier League,30/04/05,Hearts,Motherwell,0,0,D,0,0,D,I Brines,17,7,8,4,18,21,6,3,2,2,0,0,1.72,3.5,4.0,1.85,3.2,3.85,1.72,3.3,4.25,1.8,3.2,3.7,1.73,3.5,3.75,1.73,3.25,4.33,1.72,3.25,4.2,1.95,1.75,1.72,1.86,-0.5,1.78,2.06,-0.5,1.8,2.05,-0.5
